# Partition function at several temperatures
# anharmonic_potential   beta_max = 10.000   beta_min = 2.000   N_temp = 300   x_max = 5.000   nx = 201   N_iter = 9
,beta,temperature,Z
0,10.0,0.1,0.0007436577706989472
1,9.97324414715719,0.10026827632461435,0.0007581277742315006
2,9.946488294314381,0.10053799596503026,0.0007728793565611951
3,9.919732441471572,0.10080917060013486,0.0007879179974560431
4,9.892976588628763,0.1010818120351589,0.0008032492833317275
5,9.866220735785953,0.10135593220338983,0.000818878909327017
6,9.839464882943144,0.10163154316791298,0.0008348126814200298
7,9.812709030100335,0.10190865712338106,0.0008510565185855886
8,9.785953177257525,0.10218728639781272,0.0008676164549942077
9,9.759197324414716,0.10246744345442084,0.0008844986422544945
10,9.732441471571907,0.10274914089347079,0.0009017093516985
11,9.705685618729097,0.10303239145416954,0.000919254976712282
12,9.678929765886288,0.10331720801658603,0.0009371420351113806
13,9.652173913043478,0.1036036036036036,0.0009553771715623533
14,9.62541806020067,0.1038915913829048,0.0009739671600520093
15,9.59866220735786,0.10418118466898954,0.0009929189064044979
16,9.57190635451505,0.10447239692522711,0.0010122394508467164
17,9.545150501672241,0.10476524176594253,0.001031935970625041
18,9.518394648829432,0.1050597329585383,0.001052015782671653
19,9.491638795986622,0.10535588442565186,0.0010724863463232495
20,9.464882943143813,0.10565371024734982,0.0010933552660932473
21,9.438127090301004,0.10595322466335931,0.0011146302944968773
22,9.411371237458194,0.10625444207533759,0.0011363193349320357
23,9.384615384615385,0.10655737704918032,0.0011584304446161193
24,9.357859531772576,0.10686204431736955,0.0011809718375794301
25,9.331103678929766,0.107168458781362,0.0012039518877180295
26,9.304347826086957,0.10747663551401869,0.0012273791319047744
27,9.277591973244148,0.10778658976207642,0.0012512622731614491
28,9.250836120401338,0.10809833694866232,0.001275610183892917
29,9.224080267558529,0.10841189267585206,0.0013004319091838106
30,9.19732441471572,0.10872727272727271,0.0013257366701592856
31,9.17056856187291,0.10904449307075127,0.0013515338674119914
32,9.143812709030101,0.10936356986100951,0.0013778330844944587
33,9.117056856187292,0.10968451944240645,0.0014046440914809528
34,9.090301003344482,0.1100073583517292,0.0014319768485971528
35,9.063545150501673,0.1103321033210332,0.0014598415099221216
36,9.036789297658864,0.11065877128053293,0.0014882484271606623
37,9.010033444816054,0.11098737936154417,0.0015172081534901248
38,8.983277591973245,0.11131794489947877,0.0015467314474819933
39,8.956521739130435,0.1116504854368932,0.0015768292771001988
40,8.929765886287626,0.11198501872659175,0.0016075128237754447
41,8.903010033444817,0.11232156273478587,0.0016387934865615833
42,8.876254180602007,0.11266013564431046,0.001670682886370575
43,8.849498327759198,0.1130007558578987,0.0017031928702909893
44,8.822742474916389,0.11334344200151629,0.001736335515990642
45,8.795986622073578,0.11368821292775666,0.0017701231362046983
46,8.76923076923077,0.11403508771929824,0.001804568283310331
47,8.742474916387959,0.11438408569242542,0.0018396837539926291
48,8.715719063545151,0.11473522640061395,0.0018754825939984341
49,8.68896321070234,0.11508852963818322,0.0019119781029854393
50,8.662207357859533,0.11544401544401543,0.0019491838394640505
51,8.635451505016722,0.11580170410534471,0.001987113625835389
52,8.608695652173914,0.11616161616161615,0.0020257815535291864
53,8.581939799331103,0.11652377240841778,0.002065201988238484
54,8.555183946488295,0.11688819390148553,0.0021053895752606512
55,8.528428093645484,0.11725490196078432,0.002146359244937203
56,8.501672240802677,0.11762391817466561,0.0021881262182043594
57,8.474916387959865,0.1179952644041042,0.0022307060122487205
58,8.448160535117056,0.11836896278701506,0.0022741144462737114
59,8.421404682274247,0.11874503574265291,0.0023183676473787565
60,8.394648829431437,0.11912350597609563,0.0023634820565526416
61,8.367892976588628,0.11950439648281376,0.002409474434783602
62,8.341137123745819,0.11988773055332799,0.0024563618692879253
63,8.31438127090301,0.12027353177795656,0.0025041617798614484
64,8.2876254180602,0.12066182405165457,0.002552891925351983
65,8.26086956521739,0.12105263157894738,0.002602570410260612
66,8.234113712374581,0.1214459788789602,0.002653215691469714
67,8.207357859531772,0.12184189079054605,0.002704846585102144
68,8.180602006688963,0.12224039247751432,0.00275748227351577
69,8.153846153846153,0.12264150943396228,0.002811142312431481
70,8.127090301003344,0.12304526748971194,0.0028658466382021097
71,8.100334448160535,0.12345169281585468,0.002921615575222304
72,8.073578595317725,0.12386081193040598,0.002978469843481827
73,8.046822742474916,0.12427265170407316,0.00303643056626753
74,8.020066889632107,0.12468723936613846,0.003095519278014887
75,7.993311036789297,0.12510460251046027,0.0031557579323106964
76,7.966555183946488,0.1255247691015953,0.0032171689100552034
77,7.9397993311036785,0.12594776748104466,0.0032797750277789115
78,7.913043478260869,0.12637362637362637,0.003343599546125267
79,7.88628762541806,0.12680237489397794,0.0034086661784965538
80,7.8595317725752505,0.12723404255319148,0.0034749990998682793
81,7.832775919732441,0.127668659265585,0.00354262295577546
82,7.806020066889632,0.12810625535561268,0.0036115628714753264
83,7.7792642140468224,0.12854686156491832,0.0036818444612859574
84,7.752508361204013,0.12899050905953408,0.0037534938381097774
85,7.725752508361204,0.12943722943722943,0.0038265376231395396
86,7.698996655518394,0.12988705473501302,0.003901002955756569
87,7.672240802675585,0.13034001743679163,0.003976917503619744
88,7.645484949832776,0.13079615048118987,0.004054309472951627
89,7.618729096989966,0.13125548726953468,0.004133207619026328
90,7.591973244147157,0.13171806167400882,0.00421364125685933
91,7.565217391304348,0.13218390804597702,0.004295640272108096
92,7.538461538461538,0.1326530612244898,0.004379235132183815
93,7.511705685618729,0.13312555654496883,0.004464456897580438
94,7.48494983277592,0.13360142984807866,0.004551337233424168
95,7.45819397993311,0.13408071748878925,0.004639908421248374
96,7.431438127090301,0.13456345634563457,0.004730203370998031
97,7.404682274247492,0.13504968383017163,0.004822255633269208
98,7.377926421404682,0.13553943789664552,0.004916099411785242
99,7.351170568561873,0.13603275705186532,0.005011769576118669
100,7.3244147157190636,0.1365296803652968,0.005109301674659404
101,7.297658862876254,0.13703024747937673,0.005208731947837135
102,7.270903010033445,0.1375344986200552,0.0053100973416020094
103,7.2441471571906355,0.13804247460757155,0.005413435521166243
104,7.217391304347826,0.13855421686746988,0.005518784885017549
105,7.190635451505017,0.13906976744186048,0.005626184579202001
106,7.1638795986622075,0.1395891690009337,0.00573567451189053
107,7.137123745819398,0.1401124648547329,0.00584729536822452
108,7.110367892976589,0.14063969896519285,0.0059610886254559325
109,7.083612040133779,0.14117091595845135,0.006077096568380325
110,7.05685618729097,0.14170616113744075,0.006195362305073455
111,7.030100334448161,0.14224548049476687,0.006315929782933663
112,7.003344481605351,0.14278892072588348,0.006438843805039066
113,6.976588628762542,0.1433365292425695,0.006564150046822101
114,6.949832775919733,0.143888354186718,0.006691895073075279
115,6.923076923076923,0.14444444444444443,0.006822126355283344
116,6.896321070234114,0.14500484966052377,0.006954892289299658
117,6.869565217391305,0.14556962025316456,0.007090242213363657
118,6.842809364548495,0.14613880742913,0.007228226426476144
119,6.816053511705686,0.1467124631992149,0.007368896207130331
120,6.789297658862877,0.14729064039408865,0.007512303832411421
121,6.762541806020067,0.14787339268051433,0.007658502597468712
122,6.735785953177258,0.1484607745779543,0.007807546835372754
123,6.709030100334449,0.14905284147557327,0.007959491937358544
124,6.682274247491639,0.14964964964964964,0.008114394373465613
125,6.65551839464883,0.15025125628140704,0.008272311713584954
126,6.6287625418060205,0.15085771947527749,0.008433302648918579
127,6.602006688963211,0.1514690982776089,0.008597427013857134
128,6.575250836120402,0.15208545269582907,0.008764745808293456
129,6.5484949832775925,0.15270684371807966,0.00893532122036774
130,6.521739130434783,0.15333333333333332,0.009109216649663358
131,6.494983277591974,0.15396498455200822,0.00928649673085979
132,6.4682274247491645,0.1546018614270941,0.00946722735784799
133,6.441471571906355,0.15524402907580476,0.009651475708322015
134,6.414715719063546,0.15589155370177266,0.009839310268855393
135,6.387959866220736,0.15654450261780103,0.010030800860470205
136,6.361204013377927,0.15720294426919032,0.010226018664712752
137,6.334448160535118,0.15786694825765574,0.010425036250240409
138,6.307692307692308,0.15853658536585363,0.010627927599936953
139,6.280936454849499,0.1592119275825346,0.010834768138560855
140,6.25418060200669,0.15989304812834224,0.011045634760939496
141,6.2274247491638794,0.16058002148227712,0.011260605860729233
142,6.20066889632107,0.16127292340884575,0.011479761359729402
143,6.173913043478261,0.1619718309859155,0.011703182737796048
144,6.147157190635451,0.16267682263329705,0.01193095306333272
145,6.120401337792642,0.1633879781420765,0.012163157024396737
146,6.093645484949833,0.16410537870472008,0.012399880960420282
147,6.066889632107023,0.16482910694597575,0.012641212894560399
148,6.040133779264214,0.16555924695459578,0.012887242566697942
149,6.013377926421405,0.16629588431590656,0.013138061467090739
150,5.986622073578595,0.1670391061452514,0.013393762870699604
151,5.959866220735786,0.16778900112233444,0.013654441872198938
152,5.933110367892977,0.1685456595264938,0.013920195421689511
153,5.906354515050167,0.16930917327293318,0.014191122361127706
154,5.879598662207358,0.1700796359499431,0.014467323461480204
155,5.852842809364549,0.17085714285714285,0.01474890146063361
156,5.826086956521739,0.17164179104477612,0.015035961102053172
157,5.79933110367893,0.17243367935409457,0.015328609174242365
158,5.7725752508361206,0.1732329084588644,0.015626954550973213
159,5.745819397993311,0.1740395809080326,0.015931108232347155
160,5.719063545150502,0.17485380116959065,0.016241183386684625
161,5.6923076923076925,0.17567567567567566,0.01655729539325836
162,5.665551839464883,0.17650531286894922,0.01687956188590624
163,5.638795986622074,0.17734282325029654,0.017208102797518256
164,5.6120401337792645,0.17818831942789035,0.017543040405447366
165,5.585284280936455,0.17904191616766466,0.01788449937783522
166,5.558528428093646,0.17990373044524668,0.01823260682090261
167,5.531772575250836,0.18077388149939538,0.018587492327196132
168,5.505016722408027,0.18165249088699878,0.018949288024841766
169,5.478260869565218,0.18253968253968253,0.019318128627815286
170,5.451505016722408,0.18343558282208589,0.01969415148724062
171,5.424749163879599,0.1843403205918619,0.020077496643779415
172,5.39799331103679,0.1852540272614622,0.020468306881084874
173,5.37123745819398,0.18617683686176836,0.020866727780393578
174,5.344481605351171,0.18710888610763451,0.021272907776256372
175,5.317725752508362,0.1880503144654088,0.02168699821343979
176,5.290969899665552,0.18900126422250316,0.022109153405030137
177,5.264214046822743,0.1899618805590851,0.022539530691775122
178,5.237458193979934,0.19093231162196678,0.022978290502682734
179,5.210702341137124,0.1919127086007702,0.023425596416917223
180,5.183946488294314,0.19290322580645164,0.023881615227020078
181,5.157190635451505,0.19390402075226978,0.024346517003509746
182,5.130434782608695,0.19491525423728814,0.02482047516084712
183,5.103678929765886,0.1959370904325033,0.025303666524876704
184,5.076923076923077,0.196969696969697,0.025796271401708586
185,5.050167224080267,0.1980132450331126,0.026298473648129896
186,5.023411371237458,0.19906790945406125,0.026810460743576174
187,4.996655518394649,0.20013386880856762,0.027332423863681156
188,4.969899665551839,0.2012113055181696,0.027864557955490844
189,4.94314381270903,0.2023004059539919,0.0284070618143605
190,4.916387959866221,0.2034013605442177,0.028960138162580737
191,4.889632107023411,0.20451436388508892,0.02952399372979437
192,4.862876254180602,0.20563961485557083,0.03009883933527703
193,4.8361204013377925,0.20677731673582297,0.030684889972085076
194,4.809364548494983,0.20792767732962447,0.03128236489316779
195,4.782608695652174,0.2090909090909091,0.03189148769949946
196,4.7558528428093645,0.21026722925457103,0.03251248643027814
197,4.729096989966555,0.21145685997171146,0.03314559365527351
198,4.702341137123746,0.21266002844950213,0.03379104656938385
199,4.6755852842809364,0.21387696709585122,0.034449087089462246
200,4.648829431438127,0.21510791366906476,0.03511996195352214
201,4.622073578595318,0.21635311143270622,0.03580392282236276
202,4.595317725752508,0.21761280931586607,0.036501226383702394
203,4.568561872909699,0.21888726207906295,0.03721213445894836
204,4.54180602006689,0.22017673048600883,0.03793691411262574
205,4.51505016722408,0.22148148148148147,0.038675837764607646
206,4.488294314381271,0.22280178837555886,0.039429183305271495
207,4.461538461538462,0.22413793103448276,0.04019723421356164
208,4.434782608695652,0.22549019607843138,0.040980279678268144
209,4.408026755852843,0.2268588770864947,0.04177861472244007
210,4.381270903010034,0.2282442748091603,0.04259254033118498
211,4.354515050167224,0.22964669738863286,0.04342236358293541
212,4.327759197324415,0.2310664605873261,0.04426839778431635
213,4.301003344481606,0.23250388802488334,0.045130962608768574
214,4.274247491638796,0.23395931142410015,0.04601038423908829
215,4.247491638795987,0.2354330708661417,0.04690699551401056
216,4.2207357859531776,0.2369255150554675,0.04782113607903875
217,4.193979933110368,0.2384370015948963,0.048753152541664575
218,4.167224080267559,0.23996789727126805,0.049703398631246315
219,4.1404682274247495,0.2415185783521809,0.05067223536358236
220,4.11371237458194,0.24308943089430893,0.051660031210583754
221,4.086956521739131,0.24468085106382975,0.05266716227514869
222,4.0602006688963215,0.24629324546952222,0.053694012471470806
223,4.033444816053512,0.24792703150912104,0.0547409737111222
224,4.006688963210703,0.24958263772954922,0.055808446095071844
225,3.9799331103678934,0.25126050420168067,0.05689683811196998
226,3.953177257525084,0.25296108291032143,0.05800656684303067
227,3.9264214046822747,0.25468483816013626,0.05913805817372524
228,3.8996655518394654,0.2564322469982847,0.060291747012738546
229,3.872909698996656,0.25820379965457685,0.061468077518460264
230,3.8461538461538467,0.25999999999999995,0.06266750333344086
231,3.8193979933110365,0.2618213660245184,0.06389048782714557
232,3.792642140468227,0.263668430335097,0.06513750434753934
233,3.7658862876254178,0.2655417406749556,0.06640903648182657
234,3.7391304347826084,0.2674418604651163,0.06770557832692507
235,3.712374581939799,0.2693693693693694,0.06902763477019
236,3.6856187290969897,0.2713248638838476,0.07037572178079989
237,3.6588628762541804,0.273308957952468,0.07175036671254531
238,3.632107023411371,0.27532228360957645,0.07315210861859549
239,3.6053511705685617,0.27736549165120594,0.0745814985787955
240,3.5785953177257523,0.2794392523364486,0.07603910004032632
241,3.551839464882943,0.2815442561205273,0.07752548917241489
242,3.5250836120401337,0.2836812144212524,0.07904125523586537
243,3.4983277591973243,0.2858508604206501,0.08058700096831124
244,3.471571906354515,0.2880539499036609,0.08216334298603517
245,3.4448160535117056,0.2902912621359223,0.08377091220338483
246,3.4180602006688963,0.2925636007827789,0.0854103542707443
247,3.391304347826087,0.2948717948717949,0.08708233003218556
248,3.3645484949832776,0.29721669980119286,0.08878751600398742
249,3.3377926421404682,0.2995991983967936,0.09052660487523237
250,3.311036789297659,0.302020202020202,0.09230030603185685
251,3.2842809364548495,0.3044806517311609,0.09410934610555025
252,3.25752508361204,0.30698151950718683,0.095954469549009
253,3.230769230769231,0.30952380952380953,0.09783643923925948
254,3.2040133779264215,0.31210855949895616,0.09975603711064558
255,3.177257525083612,0.31473684210526315,0.10171406481944922
256,3.150501672240803,0.3174097664543524,0.1037113444421828
257,3.1237458193979935,0.32012847965738755,0.10574871920946775
258,3.096989966555184,0.32289416846652264,0.10782705427806094
259,3.0702341137123748,0.32570806100217864,0.1099472375432215
260,3.0434782608695654,0.32857142857142857,0.11211018049417301
261,3.016722408026756,0.33148558758314856,0.11431681911545612
262,2.9899665551839467,0.3344519015659955,0.11656811483712524
263,2.9632107023411374,0.33747178329571104,0.11886505553698848
264,2.936454849498328,0.34054669703872437,0.1212086565984906
265,2.9096989966555187,0.3436781609195402,0.12359996202766665
266,2.8829431438127093,0.3468677494199536,0.1260400456335186
267,2.8561872909699,0.3501170960187353,0.12853001227568062
268,2.8294314381270906,0.3534278959810874,0.13107099918433038
269,2.8026755852842813,0.35680190930787586,0.13366417735694447
270,2.775919732441472,0.36024096385542165,0.13631075303746462
271,2.7491638795986626,0.36374695863746953,0.13901196928344475
272,2.7224080267558532,0.3673218673218673,0.14176910762724584
273,2.695652173913044,0.3709677419354838,0.1445834898381371
274,2.6688963210702346,0.3746867167919799,0.14745647979205262
275,2.642140468227425,0.37848101265822776,0.15038948545703767
276,2.615384615384616,0.3823529411764705,0.1533839610024338
277,2.5886287625418065,0.38630490956072344,0.1564414090406939
278,2.561872909698997,0.39033942558746726,0.15956338301171255
279,2.535117056856188,0.39445910290237457,0.16275148971982017
280,2.5083612040133785,0.39866666666666656,0.16600739203485376
281,2.481605351170569,0.40296495956873307,0.1693328117693252
282,2.454849498327759,0.4073569482288829,0.17272953274522157
283,2.4280936454849495,0.41184573002754826,0.17619940406417728
284,2.40133779264214,0.4164345403899722,0.17974434359715677
285,2.374581939799331,0.42112676056338033,0.1833663417097773
286,2.3478260869565215,0.425925925925926,0.18706746524223217
287,2.321070234113712,0.43083573487031707,0.19084986176312366
288,2.294314381270903,0.43586005830903796,0.19471576411903116
289,2.2675585284280935,0.44100294985250743,0.19866749530341288
290,2.240802675585284,0.44626865671641797,0.20270747367036773
291,2.2140468227424748,0.4516616314199396,0.20683821852132628
292,2.1872909698996654,0.45718654434250766,0.21106235609514767
293,2.160535117056856,0.4628482972136223,0.21538262599536256
294,2.1337792642140467,0.46865203761755486,0.21980188809072812
295,2.1070234113712374,0.47460317460317464,0.22432312992968048
296,2.080267558528428,0.4807073954983923,0.22894947471251045
297,2.0535117056856187,0.48697068403908794,0.23368418986975073
298,2.0267558528428093,0.49339933993399343,0.23853069629990586
299,2.0,0.5,0.2434925783254845
