# harmonic_potential   x_max = 7.000   nx = 101   N_beta = 12   beta_fin = 4.000
,Position x,Prob. density
0,-7.000000000000001,1.515031162569273e-22
1,-6.86,1.0833223522279856e-21
2,-6.720000000000001,7.444413133707669e-21
3,-6.580000000000001,4.916344501189037e-20
4,-6.44,3.120285111153106e-19
5,-6.300000000000001,1.903210441378544e-18
6,-6.16,1.1156297181492074e-17
7,-6.0200000000000005,6.284838616295518e-17
8,-5.880000000000001,3.402585143135976e-16
9,-5.74,1.7703726660823589e-15
10,-5.6000000000000005,8.852403789617146e-15
11,-5.460000000000001,4.254010539804282e-14
12,-5.32,1.9646117372268107e-13
13,-5.180000000000001,8.7195833563383e-13
14,-5.040000000000001,3.7192516112672546e-12
15,-4.9,1.5246010431942813e-11
16,-4.760000000000001,6.006170990740157e-11
17,-4.62,2.273945219889611e-10
18,-4.48,8.273764038598268e-10
19,-4.340000000000001,2.89312428294235e-09
20,-4.2,9.722363997217513e-09
21,-4.0600000000000005,3.139912093530641e-08
22,-3.9200000000000004,9.745495585020211e-08
23,-3.7800000000000002,2.9069073854778017e-07
24,-3.6400000000000006,8.332959828987256e-07
25,-3.5000000000000004,2.2956633869264375e-06
26,-3.3600000000000003,6.077961630210767e-06
27,-3.22,1.5464950242868742e-05
28,-3.08,3.781637767754461e-05
29,-2.9400000000000004,8.886938055058454e-05
30,-2.8000000000000003,0.0002007082415523735
31,-2.66,0.0004356313095694212
32,-2.5200000000000005,0.0009086859060066082
33,-2.3800000000000003,0.001821584512337235
34,-2.24,0.0035093419254279023
35,-2.1,0.006497448879831795
36,-1.9600000000000002,0.011561145964469558
37,-1.8200000000000003,0.019769683844548996
38,-1.6800000000000002,0.032489227906130486
39,-1.54,0.051312111202347035
40,-1.4000000000000001,0.0778827366892153
41,-1.2600000000000002,0.11360654443464047
42,-1.12,0.15925985769182768
43,-0.9800000000000001,0.2145606732305506
44,-0.8400000000000001,0.2778016044999684
45,-0.7000000000000001,0.3456688167437635
46,-0.56,0.41335812915421233
47,-0.42000000000000004,0.4750437291728109
48,-0.28,0.5246643103411377
49,-0.14,0.5568911071631569
50,0.0,0.5680674033807133
51,0.14,0.5568911071631569
52,0.28,0.5246643103411374
53,0.42000000000000004,0.4750437291728111
54,0.56,0.41335812915421244
55,0.7000000000000001,0.34566881674376393
56,0.8400000000000001,0.2778016044999684
57,0.9800000000000001,0.2145606732305508
58,1.12,0.15925985769182782
59,1.2600000000000002,0.11360654443464047
60,1.4000000000000001,0.07788273668921528
61,1.54,0.05131211120234707
62,1.6800000000000002,0.0324892279061305
63,1.8200000000000003,0.019769683844549
64,1.9600000000000002,0.01156114596446956
65,2.1,0.006497448879831789
66,2.24,0.003509341925427904
67,2.3800000000000003,0.0018215845123372369
68,2.5200000000000005,0.0009086859060066083
69,2.66,0.0004356313095694212
70,2.8000000000000003,0.00020070824155237377
71,2.9400000000000004,8.886938055058453e-05
72,3.08,3.781637767754461e-05
73,3.22,1.5464950242868746e-05
74,3.3600000000000003,6.077961630210761e-06
75,3.5000000000000004,2.2956633869264396e-06
76,3.6400000000000006,8.332959828987255e-07
77,3.7800000000000002,2.906907385477802e-07
78,3.9200000000000004,9.745495585020224e-08
79,4.0600000000000005,3.139912093530643e-08
80,4.2,9.722363997217513e-09
81,4.340000000000001,2.893124282942353e-09
82,4.48,8.273764038598267e-10
83,4.62,2.27394521988961e-10
84,4.760000000000001,6.006170990740157e-11
85,4.9,1.524601043194283e-11
86,5.040000000000001,3.719251611267252e-12
87,5.180000000000001,8.719583356338306e-13
88,5.32,1.9646117372268092e-13
89,5.460000000000001,4.254010539804283e-14
90,5.6000000000000005,8.852403789617154e-15
91,5.74,1.7703726660823589e-15
92,5.880000000000001,3.402585143135975e-16
93,6.0200000000000005,6.284838616295523e-17
94,6.16,1.1156297181492077e-17
95,6.300000000000001,1.903210441378544e-18
96,6.44,3.1202851111531064e-19
97,6.580000000000001,4.91634450118904e-20
98,6.720000000000001,7.444413133707674e-21
99,6.86,1.0833223522279865e-21
100,7.000000000000001,1.5150311625692724e-22
