# harmonic_potential   x_max = 5.000   nx = 101   N_beta = 5   beta_fin = 6.000
,Position x,Prob. density
0,-5.0,1.327574579818743e-13
1,-4.9,4.211766291849841e-13
2,-4.800000000000001,1.305389753690451e-12
3,-4.7,3.952635194278103e-12
4,-4.6000000000000005,1.1692405430630136e-11
5,-4.5,3.379026499491601e-11
6,-4.4,9.540034130914596e-11
7,-4.3,2.6313514557989354e-10
8,-4.2,7.09052491686297e-10
9,-4.1000000000000005,1.8665881993356442e-09
10,-4.0,4.800530612310195e-09
11,-3.9000000000000004,1.2061479147572687e-08
12,-3.8000000000000003,2.9606188266506e-08
13,-3.7,7.099618656014546e-08
14,-3.6,1.663252353740808e-07
15,-3.5,3.806728212530612e-07
16,-3.4000000000000004,8.511697763655123e-07
17,-3.3000000000000003,1.8593070534523302e-06
18,-3.2,3.967862727373029e-06
19,-3.1,8.272423509433579e-06
20,-3.0,1.684920758160599e-05
21,-2.9000000000000004,3.352716260701623e-05
22,-2.8000000000000003,6.517555229820061e-05
23,-2.7,0.00012377793660890373
24,-2.6,0.00022965312350353186
25,-2.5,0.00041626708700220986
26,-2.4000000000000004,0.0007371271210559445
27,-2.3000000000000003,0.0012752146881345738
28,-2.2,0.0021552359449265738
29,-2.1,0.003558581659586535
30,-2.0,0.00574023470421344
31,-1.9000000000000001,0.009045924594294166
32,-1.8,0.013926656879536715
33,-1.7000000000000002,0.020946496213096803
34,-1.6,0.03077843254556163
35,-1.5,0.04418269564376254
36,-1.4000000000000001,0.06196244109198069
37,-1.3,0.08489369333694478
38,-1.2000000000000002,0.11362998167022799
39,-1.1,0.1485870787256074
40,-1.0,0.18981903076201223
41,-0.9,0.23690218042015973
42,-0.8,0.2888477332169735
43,-0.7000000000000001,0.34406418596536
44,-0.6000000000000001,0.4003875578153586
45,-0.5,0.4551895433813397
46,-0.4,0.5055621823976445
47,-0.30000000000000004,0.548564226168023
48,-0.2,0.5815016936782755
49,-0.1,0.6022060093885293
50,0.0,0.6092699874136646
51,0.1,0.602206009388529
52,0.2,0.5815016936782756
53,0.30000000000000004,0.5485642261680233
54,0.4,0.5055621823976447
55,0.5,0.4551895433813397
56,0.6000000000000001,0.4003875578153587
57,0.7000000000000001,0.34406418596536015
58,0.8,0.28884773321697355
59,0.9,0.23690218042015945
60,1.0,0.1898190307620121
61,1.1,0.1485870787256074
62,1.2000000000000002,0.11362998167022802
63,1.3,0.08489369333694478
64,1.4000000000000001,0.06196244109198074
65,1.5,0.044182695643762565
66,1.6,0.03077843254556162
67,1.7000000000000002,0.020946496213096806
68,1.8,0.01392665687953671
69,1.9000000000000001,0.009045924594294161
70,2.0,0.005740234704213441
71,2.1,0.003558581659586533
72,2.2,0.0021552359449265746
73,2.3000000000000003,0.001275214688134575
74,2.4000000000000004,0.0007371271210559437
75,2.5,0.00041626708700220975
76,2.6,0.0002296531235035321
77,2.7,0.00012377793660890365
78,2.8000000000000003,6.517555229820065e-05
79,2.9000000000000004,3.352716260701623e-05
80,3.0,1.6849207581605978e-05
81,3.1,8.272423509433577e-06
82,3.2,3.967862727373035e-06
83,3.3000000000000003,1.8593070534523298e-06
84,3.4000000000000004,8.511697763655122e-07
85,3.5,3.8067282125306136e-07
86,3.6,1.663252353740809e-07
87,3.7,7.099618656014546e-08
88,3.8000000000000003,2.9606188266505994e-08
89,3.9000000000000004,1.2061479147572696e-08
90,4.0,4.8005306123101965e-09
91,4.1000000000000005,1.866588199335644e-09
92,4.2,7.090524916862972e-10
93,4.3,2.631351455798939e-10
94,4.4,9.540034130914601e-11
95,4.5,3.379026499491601e-11
96,4.6000000000000005,1.1692405430630134e-11
97,4.7,3.952635194278102e-12
98,4.800000000000001,1.3053897536904508e-12
99,4.9,4.2117662918498455e-13
100,5.0,1.3275745798187442e-13
