# pi(x;beta_fin) computed using matrix squaring algorithm and Trotter approximation. Parameters:
# anharmonic_potential   x_max = 5.000   nx = 201   N_iter = 9   beta_ini = 0.008   beta_fin = 4.000
,position_x,prob_density
145,2.25,5.558908309526326e-05
146,2.3000000000000003,2.9679072168920886e-05
147,2.35,1.540071714387157e-05
148,2.4000000000000004,7.761591680155038e-06
149,2.45,3.7963739740928115e-06
150,2.5,1.8008785433959656e-06
151,2.5500000000000003,8.279150932784671e-07
152,2.6,3.6860537094714335e-07
153,2.6500000000000004,1.5881825380091632e-07
154,2.7,6.617445736876631e-08
155,2.75,2.6645250858868964e-08
156,2.8000000000000003,1.0360408269460974e-08
157,2.85,3.8873146505265035e-09
158,2.9000000000000004,1.4064568003405715e-09
159,2.95,4.903374532320669e-10
160,3.0,1.6460528970019503e-10
161,3.0500000000000003,5.3169263122706625e-11
162,3.1,1.651329420219566e-11
163,3.1500000000000004,4.927777828898473e-12
164,3.2,1.4118903190183994e-12
