# harmonic_potential   x_max = 5.000   nx = 101   N_beta = 5   beta_fin = 4.000
,Position x,Prob. density
0,-5.0,1.1854621845607301e-12
1,-4.9,3.4431571342735974e-12
2,-4.800000000000001,9.787479419958084e-12
3,-4.7,2.72288825879057e-11
4,-4.6000000000000005,7.413678637458287e-11
5,-4.5,1.9755257916825394e-10
6,-4.4,5.152009828530614e-10
7,-4.3,1.3149695866649228e-09
8,-4.2,3.284730864013084e-09
9,-4.1000000000000005,8.030247651658833e-09
10,-4.0,1.9213352785168223e-08
11,-3.9000000000000004,4.499066878698334e-08
12,-3.8000000000000003,1.031066834015743e-07
13,-3.7,2.3125773281574037e-07
14,-3.6,5.07634101613953e-07
15,-3.5,1.090562085439263e-06
16,-3.4000000000000004,2.292952621471331e-06
17,-3.3000000000000003,4.718292367575114e-06
18,-3.2,9.502102188741103e-06
19,-3.1,1.872835471589574e-05
20,-3.0,3.612639594005991e-05
21,-2.9000000000000004,6.820162618640502e-05
22,-2.8000000000000003,0.00012601141958336698
23,-2.7,0.00022786108438235282
24,-2.6,0.0004032510409232756
25,-2.5,0.0006984348735460805
26,-2.4000000000000004,0.0011839174355707176
27,-2.3000000000000003,0.0019640927771641843
28,-2.2,0.0031889496498411964
29,-2.1,0.0050673208961232495
30,-2.0,0.007880508366747469
31,-1.9000000000000001,0.011994306513192887
32,-1.8,0.017866567856408597
33,-1.7000000000000002,0.026046669828518335
34,-1.6,0.037162794022917854
35,-1.5,0.0518930973478228
36,-1.4000000000000001,0.07091790700848712
37,-1.3,0.09485217809179994
38,-1.2000000000000002,0.12416059578254156
39,-1.1,0.15906160095505212
40,-1.0,0.199430690237032
41,-0.9,0.2447167616838256
42,-0.8,0.29388709994670675
43,-0.7000000000000001,0.34541596864298557
44,-0.6000000000000001,0.397328191693307
45,-0.5,0.447302609549133
46,-0.4,0.49283162029559946
47,-0.30000000000000004,0.531423528825606
48,-0.2,0.5608259166988423
49,-0.1,0.5792425442735085
50,0.0,0.5855148465114414
51,0.1,0.5792425442735082
52,0.2,0.5608259166988421
53,0.30000000000000004,0.5314235288256054
54,0.4,0.4928316202955999
55,0.5,0.44730260954913365
56,0.6000000000000001,0.39732819169330713
57,0.7000000000000001,0.3454159686429858
58,0.8,0.29388709994670703
59,0.9,0.24471676168382583
60,1.0,0.19943069023703203
61,1.1,0.15906160095505212
62,1.2000000000000002,0.12416059578254153
63,1.3,0.09485217809179994
64,1.4000000000000001,0.07091790700848714
65,1.5,0.05189309734782278
66,1.6,0.03716279402291788
67,1.7000000000000002,0.026046669828518353
68,1.8,0.0178665678564086
69,1.9000000000000001,0.011994306513192896
70,2.0,0.007880508366747469
71,2.1,0.0050673208961232495
72,2.2,0.0031889496498411977
73,2.3000000000000003,0.0019640927771641848
74,2.4000000000000004,0.001183917435570718
75,2.5,0.0006984348735460803
76,2.6,0.00040325104092327565
77,2.7,0.0002278610843823529
78,2.8000000000000003,0.00012601141958336708
79,2.9000000000000004,6.820162618640502e-05
80,3.0,3.612639594005993e-05
81,3.1,1.8728354715895753e-05
82,3.2,9.502102188741105e-06
83,3.3000000000000003,4.718292367575116e-06
84,3.4000000000000004,2.2929526214713305e-06
85,3.5,1.0905620854392639e-06
86,3.6,5.076341016139528e-07
87,3.7,2.3125773281574048e-07
88,3.8000000000000003,1.0310668340157436e-07
89,3.9000000000000004,4.4990668786983356e-08
90,4.0,1.9213352785168236e-08
91,4.1000000000000005,8.030247651658833e-09
92,4.2,3.284730864013086e-09
93,4.3,1.3149695866649233e-09
94,4.4,5.152009828530615e-10
95,4.5,1.9755257916825417e-10
96,4.6000000000000005,7.413678637458293e-11
97,4.7,2.722888258790569e-11
98,4.800000000000001,9.787479419958086e-12
99,4.9,3.4431571342735986e-12
100,5.0,1.1854621845607308e-12
